Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
KARACHI-I,NA-239,Attaurehman Khan,Independent,84,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Fakharul Hassan,Jamiat Ulama-e-Islam (F),20954,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Ghulam Mohammad Bangulani,Independent,97,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Gul Mohammad Afridi,Independent,481,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Imran Khan Brohi,Independent,154,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Jameel Shah,Independent,193,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Ameer Tariq,Independent,95,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Ashfaque,Tehreek-e-Suba Hazara,212,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Hussain,Pakistan Muslim League (Sher-e-Bangal),997,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Khalid,Independent,437,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Salman Khan Baloch,Muttahida Qaumi Movement Pakistan,39251,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Usman,Pashtoonkhwa Milli Awami Party,400,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Mohammad Younus,Independent,3789,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Nusra Kamran,Independent,19,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Qadir Khan Mandokhail,Independent,612,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Sarfaraz Khan Jadoon,Awami National Party,6394,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Sher Afzal Khan,Independent,675,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Subhan Ali,Pakistan Tehreek-e-Insaf,34408,152294,1605,153596,373762,41.12 %
KARACHI-I,NA-239,Umer Gul,Independent,33,152294,1605,153596,373762,41.12 %
KARACHI-II,NA-240,Abid Hussain Sathi,Millat Party,0,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Abid Hussain Sathi,Pakistan Peoples Party Parliamentarians,19360,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Fazal Ahad,Independent,38,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Hafiz Gul Sher,Pakistan Sunni Tehreek,1084,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Kabir Ahmed Sher,Awami National Party,1246,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Molana Taj Muhammad Hanfi,MUTAHIDA DEENI MAHAZ,10784,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Mufti Faizul Haq,Jamiat Ulama-e-Islam (F),6024,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Muhammad Aslam Khan,Tehreek-e-Itehad Pakistan.,376,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Muhammad Nawaz Khan Niazi,Independent,10784,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Muhammad Tahseen Qureshi,Independent,135,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Naz Baloch,Pakistan Tehreek-e-Insaf,21096,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Sohail Mansoor Khawaja,Muttahida Qaumi Movement Pakistan,87805,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Syed Attaullah Shah,Jamaat-e-Islami Pakistan,4222,161602,1539,163135,287170,56.80 %
KARACHI-II,NA-240,Zia Watan Dost,Pashtoonkhwa Milli Awami Party,161,161602,1539,163135,287170,56.80 %
KARACHI-III,NA-241,Abdul Razzaq,Independent,282,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Ali Afsar Tanoli,Tehreek-e-Suba Hazara,101,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Ali Ahmed,Millat Party,0,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Ali Ahmed,Pakistan Peoples Party Parliamentarians,3361,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Doctor Saeed Ahmed Afridi,Pakistan Tehreek-e-Insaf,27827,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Haji Muhammad Barki,Pashtoonkhwa Milli Awami Party,516,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Misbahul Alam,Jamiat Ulama-e-Islam (F),11697,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Mohammad Laeeque Khan,Jamaat-e-Islami Pakistan,11438,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Mohammad Mujahid Karim,Independent,107,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Molana Rehmanuddin Shamzai,Independent,621,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Munir Dad Khattak,Independent,94,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Nusrah Kamran,Independent,29,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Shahid Anjum Khan,Independent,15,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Shakeel Ahmed,Mohajir Qaumi Movement Pakistan,101,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Syed Afsar,Independent,190,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Syed Ahmed Ali,Pakistan Falah Party,343,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Syed Akhter ul Iqbal Qadri,Muttahida Qaumi Movement Pakistan,95584,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Syed Karam Darwesh,Awami National Party,7190,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Yousuf Rehman,Independent,590,163098,968,165431,312861,52.87 %
KARACHI-III,NA-241,Zafar Ahmed Ghori,Awami Muslim League Pakistan,12,163098,968,165431,312861,52.87 %
KARACHI-IV,NA-242,Akram Khan,Pakistan Tehreek-e-Insaf,10889,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Amoon Pasha,All Pakistan Muslim League,283,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Asghar Khan Moosa Khail,Independent,2754,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Bari Khan,Pakistan Peoples Party Parliamentarians,2277,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Ishtiaque Ahmed,Independent,421,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Mehboob Alam,Muttahida Qaumi Movement Pakistan,166836,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Muhammad Mukhtar Bin Hamid,Independent,211,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Najeeb Ullah Khan Niazi,Pakistan Muslim League (N),9462,198288,3475,201670,307684,65.54 %
KARACHI-IV,NA-242,Taj Muhammad Khan,Jamaat-e-Islami Pakistan,5155,198288,3475,201670,307684,65.54 %
KARACHI-V,NA-243,Abdul Waseem,Muttahida Qaumi Movement Pakistan,192638,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Abrar Khan Baloach Advocate,Independent,327,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Haji Abdul Nabi Brohi,Independent,3457,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Muhammad Shamim Siddiqui,Independent,191,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Muhammad Yousuf,Jamaat-e-Islami Pakistan,8578,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Raaz Muhammad,Independent,220,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Riaz Khan,Independent,116,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Syed Sohail Abidi,Pakistan Peoples Party Parliamentarians,5831,241233,3826,245243,424198,57.86 %
KARACHI-V,NA-243,Zahid Hussain Hashmi,Pakistan Tehreek-e-Insaf,29875,241233,3826,245243,424198,57.86 %
KARACHI-VI,NA-244,Abdul Hai Sheikh   Qari Sahab,MUTAHIDA DEENI MAHAZ,7045,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Farhan Ahmed Khan,Independent,12,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Haji Umer Baz Akhwand,Independent,11,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Khalid Masood Khan,Pakistan Tehreek-e-Insaf,26495,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Khalid Mumtaz Advocate,Independent,316,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Matloob Awan,Pakistan Sunni Tehreek,1162,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Molvi Iqbal Hyder Advocate,Independent,330,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Muhammad Ishaq Khan,Independent,54,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Muhammad Tahir Khan,Pakistan Peoples Party Parliamentarians,1390,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Sheikh Salahuddin,Muttahida Qaumi Movement Pakistan,133885,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Syed Muhammad Bilal,Jamaat-e-Islami Pakistan,9230,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Syed Younus Hussain,Independent,41,180524,13905,194457,318697,61 %
KARACHI-VI,NA-244,Tariq Mehboob,Sunni Ittehad Council,553,180524,13905,194457,318697,61 %
KARACHI-VII,NA-245,Dr Mairaj ul Huda Siddiqui,Jamaat-e-Islami Pakistan,22452,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Khalid Jamal Siddiqui,Pakistan Falah Party,24,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Khursheed Raja Asif,Independent,55,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Muhammad Asim Ishtiaq,All Pakistan Muslim League,137,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Muhammad Khan Afridi,Independent,372,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Muhammad Rehan Hashmi,Muttahida Qaumi Movement Pakistan,115776,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Muhammad Riaz Haider,Pakistan Tehreek-e-Insaf,54937,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Rashid Naseem,Independent,145,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Sardar Khan,Pakistan Peoples Party Parliamentarians,2432,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Shakeel Ahmed Advocate,Independent,30,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Sohail Ahmed Jameel,Independent,9,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Syed Minhajuddin,Independent,143,196546,12006,208313,382932,54.28 %
KARACHI-VII,NA-245,Syed Mustafsir Hussain Bukhari,Awami Muslim League Pakistan,34,196546,12006,208313,382932,54.28 %
KARACHI-VIII,NA-246,Amir Sharjeel,Pakistan Tehreek-e-Insaf,31875,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Kanwar Aamir Sami,Awami Muslim League Pakistan,687,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Monem Zafar Khan,Independent,3514,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Muhammad Hanif,Independent,56,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Muhammad Sohaib Farooqui,Independent,32,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Rashid Nasim,Jamaat-e-Islami Pakistan,10321,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Sardar Nabeel Ahmed Gabol,Muttahida Qaumi Movement Pakistan,137874,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Shahzad Majeed,Millat Party,0,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Shahzad Majeed,Pakistan Peoples Party Parliamentarians,1716,186355,15946,189405,357781,51.63 %
KARACHI-VIII,NA-246,Sohail Ansari,Independent,280,186355,15946,189405,357781,51.63 %
KARACHI-IX,NA-247,Ameer Ali Pate Wale,Tehreek-e-Itehad Pakistan.,117,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Farhan Ahmed Khan,Independent,44,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Jawaid Ahmed Khan,Independent,48,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Muhammad Asghar Lal,Millat Party,0,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Muhammad Asghar Lal,Pakistan Peoples Party Parliamentarians,3326,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Muhammad Iqbal,Independent,70,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Muhammad Siddiq Rathore,Jamiat Ulama-e-Pakistan  (Noorani),3311,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Muhammad Tayab Hussain,Independent,123,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Rashid Siddiqui,Pakistan Tehreek-e-Insaf,35349,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Sufyan Yousuf,Muttahida Qaumi Movement Pakistan,126263,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Syed Adnan Haider Jafri,All Pakistan Muslim League,254,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Syed Arif Mustufa,Independent,70,169112,4937,173969,303774,57.24 %
KARACHI-IX,NA-247,Zahid Muhammad,Independent,137,169112,4937,173969,303774,57.24 %
KARACHI-X,NA-248,Ghinva Bhutto,Pakistan Peoples Party (Shaheed Bhutto),527,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Jan Muhammad,Independent,88,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Master Khursheed Ahmed Memon,Independent,162,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Maulana Shirin Muhammad,Jamiat Ulama-e-Islam (F),9054,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Mir Ashfaq Baloch,Independent,125,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Molana Abdul Majeed Sirbazi,Independent,78,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Muhammad Ali Chisti,Independent,106,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Muhammad Rafiq,Independent,6326,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Muhammad Saleem,Independent,56,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Nabeel Ahmed Gabol,Muttahida Qaumi Movement Pakistan,6489,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Shabbir Khan,Independent,91,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,ShahJahan Baloch,Pakistan Peoples Party Parliamentarians,84530,133980,2100,136080,295536,46.04 %
KARACHI-X,NA-248,Subhan Ali Sahil,Pakistan Tehreek-e-Insaf,26348,133980,2100,136080,295536,46.04 %
KARACHI-XI,NA-249,Abdul Aziz Memon,Pakistan Peoples Party Parliamentarians,64974,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Dr. Muhammad Farooq Sattar,Muttahida Qaumi Movement Pakistan,109952,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Mahboob Aftab Khan,Awami Muslim League Pakistan,800,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Malik Matloob Ali Awan,Pakistan Sunni Tehreek,235,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Muhammad Asif Siddiqui,Independent,472,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Muhammad Owais Siddiqui,Jamiat Ulama-e-Pakistan  (Noorani),7647,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Naeemuddin,Independent,80,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Sajid Ali Shah,Independent,124,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Sajid Ali Shah,Millat Party,0,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Shabir Ahmed Qaim Khani,Pakistan Muslim League (F),790,185457,2634,197024,304528,60.90 %
KARACHI-XI,NA-249,Syed Irshad Ali,Independent,383,185457,2634,197024,304528,60.90 %
KARACHI-XII,NA-250,Abdul Hakeem,Independent,3,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Abdul Hamid Yousufi,Independent,11,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Arif ur Rehman Alvi,Pakistan Tehreek-e-Insaf,76305,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Arshad Lal Junejo,Independent,36,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Dr Jehanzeb Mughal,Independent,32,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Ghulam Muhammad Banglani,Independent,21,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Ghulam Muhammad Khan,Independent,10,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Ikhtiar Ali Channa,Independent,1,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Javed Ahmed Chhatari,Independent,14,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Khan Amanullah Khan,Pakistan Muslim League,112,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Khushbakht Shujat,Muttahida Qaumi Movement Pakistan,28374,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Mahmood Hussain Qureshi,Independent,10,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Malik Shamriz Awan,All Pakistan Muslim League,21,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Mehfooz Yar Khan,Independent,73,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Molvi Muhammad Iqbal Haider Advocate,Independent,95,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Mr Niamatullah Khan,Jamaat-e-Islami Pakistan,11149,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Abdullah,Jamiat Ulama-e-Islam (F),747,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Arif Mansoori,Pakistan Sunni Tehreek,133,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Jibran Nasir,Independent,253,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Kamran Khan,Independent,254,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Qaseem,Independent,62,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Rashid Hussain Rabani,Pakistan Peoples Party Parliamentarians,4556,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Shafiq,Independent,13,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Muhammad Usman Sorthia,Independent,22,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Raja Arif Sultan Minhas,Independent,36,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Saleem Zia,Independent,658,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Saman Sultana Jafri,Independent,51,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Sardar Muhammad Iqbal,Independent,16,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Syed Ali Hussain,Majlis-e-Wahdat-e-Muslimeen Pakistan,429,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Syed Muhammad Hanif,Awami National Party,701,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Wasim Ahmed,Independent,11,124309,1836,0,365531,35.48 %
KARACHI-XII,NA-250,Zafar Iqbal,Independent,135,124309,1836,0,365531,35.48 %
KARACHI-XIII,NA-251,Aamir Rahseed,Independent,26,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Abdul Shakoor,Pakistan Falah Party,110,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Afaq Shafqat,Mohajir Qaumi Movement Pakistan,501,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Aftab Ahmed,Independent,64,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Maqbool Mashi,Independent,40,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Muhammad Jameel,Pakistan Sunni Tehreek,233,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Muhammad Naseem Khan,MUTAHIDA DEENI MAHAZ,462,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Qadir Buksh,Independent,25,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Raja Arif Sultan Minhas,Independent,40,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Raja Azhar Khan,Pakistan Tehreek-e-Insaf,40388,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Sher Khan Niazi,Independent,215,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Syed Ali Raza Abidi,Muttahida Qaumi Movement Pakistan,81603,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Syed Muhammad Nihal Hashmi,Pakistan Muslim League (N),13223,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Tahir Ashraf Hashmi,Independent,634,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Wazir Zada Afridi,Independent,18,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Zahid Saeed,Jamaat-e-Islami Pakistan,27166,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Zulfaqar Ali Qaim Khani,Pakistan Peoples Party Parliamentarians,6637,168022,1470,169492,342155,49.53 %
KARACHI-XIII,NA-251,Zulfiqar Ali Qaim Khani,Millat Party,0,168022,1470,169492,342155,49.53 %
KARACHI-XIV,NA-252,Adbul Rashid Godil,Muttahida Qaumi Movement Pakistan,91339,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Altaf Zikar,Independent,43,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Muhammad Farooq Ali,Jannat Pakistan Party,29,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Muhammad Husain Mehenti,Jamaat-e-Islami Pakistan,16342,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Muhammad Hussain Karimi,Majlis-e-Wahdat-e-Muslimeen Pakistan,3566,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Noor Ullah Tareen,Pashtoonkhwa Milli Awami Party,15,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Professor Engineer Rana Saeed Ahmed Zafar,Pakistan Muslim League,137,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Rehana Shadab,Independent,67,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Saleem Ullah KhanTurk,Independent,104,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Syed Ali Haider Zaidi,Pakistan Tehreek-e-Insaf,49622,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Syed Asghar Hussain,Pakistan Peoples Party Parliamentarians,3301,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Syed Bahroon Shah,MUTAHIDA DEENI MAHAZ,2580,166838,4790,171628,321191,53.43 %
KARACHI-XIV,NA-252,Tasleem Naeem,Independent,161,166838,4790,171628,321191,53.43 %
KARACHI-XV,NA-253,Arsalan Taj Hussain Ghuman,Independent,67,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Asadullah Bhutto,Jamaat-e-Islami Pakistan,12651,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Asif Mamon,Pakistan Muslim League (J),34,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Choudry Muhammad Kausar,Independent,21,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Danish Channa,Pakistan Conservative Party,48,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Durreshahwar Pervez,Independent,169,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Gulzar Ahmad Soomro,Sindh Taraqi Passand Party (STP),70,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Hafiz Fazal Kareem Advocate,Independent,18,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Hafiz Naeem Ur Rehman,Independent,8,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Irshad Khan,Awami National Party,285,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Khuwaja Ghulam Hussain,Pakistan Peoples Party (Shaheed Bhutto),107,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Ashraf Jabbar Qureshi,Pakistan Tehreek-e-Insaf,61913,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Murad Baloch,Pakistan Peoples Party Parliamentarians,10127,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Muzammil Qureshi,Muttahida Qaumi Movement Pakistan,101386,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Rehan Shamim,Independent,174,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Tahir Qadri,Pakistan Sunni Tehreek,58,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Muhammad Yunus Barai,Independent,203,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Mushtaq Ali,Mohajir Qaumi Movement Pakistan,129,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Nasir Raheem,Pakistan Falah Party,49,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Osama Razi,Independent,15,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Qari Abdul Majeed Pitafi,MUTAHIDA DEENI MAHAZ,8242,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Shaheen Munawer,All Pakistan Muslim League,53,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Shahid Shah,Independent,40,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Sheikh Muhammad Younus,Independent,12,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Soba Khan Bhunger,Independent,6,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Syed Asghar Abbas Zaidi,Majlis-e-Wahdat-e-Muslimeen Pakistan,4633,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Syed Muhammad Yousuf Agha,Pashtoonkhwa Milli Awami Party,192,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Syed Rehan Ali,Awami Muslim League Pakistan,37,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Ubaid Ur Rehman Rashid,Independent,33,194979,9488,204467,519854,39.33 %
KARACHI-XV,NA-253,Waqar Zaka,Independent,31,194979,9488,204467,519854,39.33 %
KARACHI-XVII,NA-255,Abdul Hafeez,Independent,138,177607,1364,178971,347277,51.53 %
